pred_id,sub_name,obj_name,predicate,label,sentence
112744810,Enterocytes,Lymphocyte,INTERACTS_WITH,1,Expression of major histocompatibility (MHC) class II molecules by 【enterocytes】 is known to be enhanced in coeliac disease and other disorders characterised by intestinal inflammation--an effect thought to be mediated via intestinal 【lymphocytes】.
128184812,Stem cells,Neurons,INTERACTS_WITH,1,Purified olfactory 【stem cells】 can then be either grown in large numbers and banked in liquid nitrogen or induced to form spheres or differentiated into 【neural cells】.
34597581,U937 Cells,macrophage,INTERACTS_WITH,1,【U937 cells】 were differentiated into 【macrophages】 after being treated with 12-o-tetradecanoyl-phorbol-13-acetate (TPA) for the first two days and dedifferentiated with daily medium renewal for 10 days.
188437926,Adipocytes,"Tumor cells, malignant",INTERACTS_WITH,1,"Hence, ADM appears to be crucial in controlling the interactions between 【cancer cells】 and 【adipocytes】 and represents an excellent target to hinder them."
117874042,CD4 Positive T Lymphocytes,Leukocytes,INTERACTS_WITH,1,"Initially, there is recruitment of 【leukocytes】 from the bloodstream to the airway by activated 【CD4 T-lymphocytes】."
101662550,Blood Cells,T-Lymphocyte,NEG_INTERACTS_WITH,0,"In contrast, stimulation of 【T cells】 by \conventional\"" recall antigens is not controlled by【 blood stem cell】s."""
112672444,Epidermal cell,Immunologic cell,INTERACTS_WITH,1,"Accessory signals, which include adhesion molecules, MHC-II molecules and cytokines, are necessary to foster the interaction between 【memory T cells】 and 【epidermal cells】, that is required to promote cutaneous inflammatory responses."
89337902,3T3-L1 Cells,Adipocytes,INTERACTS_WITH,0,"When mouse 【3T3-L1 cells】 are induced to differentiate into 【adipocytes】, they begin to constitutively express low levels of ob mRNA."
140466385,Mesenchymal Stem Cells,Structure of beta Cell of islet,INTERACTS_WITH,1,"In order to clarify this, we used a modified four-step induction method to induce human umbilical cord 【MSCs】 (hUCMSCs) to differentiate into 【insulin-producing cells】 (IPCs), and investigate the immunological changes after differentiation and immune reactions after transplantation into diabetic mice."
146071265,[M]Unspecified tumor cell NOS,Normal cell,NEG_INTERACTS_WITH,0,"The \holy grail\"" of cancer therapy is to identify and exploit genetic elements and signal transduction pathways capable of selectively destroying【 tumor cell】s without eliciting harmful effects in【 normal cell】s or tissues."""
77388353,Mesenchymal Stem Cells,Chondrocytes,NEG_INTERACTS_WITH,0,"Our results suggest that in group 1 (no transforming growth factor-beta3, no ultrasound), as anticipated, human 【mesenchymal stem cells】 were not efficiently differentiated into 【chondrocytes】, judging by the lack of decrease in the level of miR-145 expression."
85738113,macrophage,Phagocytes,INTERACTS_WITH,1,Distinguishing features of germinal center 【macrophages】 in relation to intra-/subepithelial 【phagocytes】 were the lack of binding of UEA-I and DBA.
139629380,Chief Cell,Goblet Cells,INTERACTS_WITH,1,"In the last years, strong evidence has been reported supporting that 【ZCs】 differentiate from 【MNCs】."
104921205,Armed macrophage,"Tumor cells, malignant",INTERACTS_WITH,0,"For this reason, we examined the in vitro cytotoxic potential of fresh and IFN-gamma-【activated PAMs】 from normal dogs targeted to canine 【malignant melanoma cells】 with antiganglioside monoclonal antibodies (mAbs)."
131526331,Natural Killer Cells,[M]Unspecified tumor cell NOS,INTERACTS_WITH,1,"Consequently, ZA-primed 【NK cells】 were significantly more cytotoxic against TRAIL sensitive 【tumor cells】 (p < 0.0001)."
191946371,"Tumor cells, uncertain whether benign or malignant",Adipocytes,INTERACTS_WITH,1,It provides a molecular view of the interplay between the 【adipocytes】 and 【tumor cells】 involved in breast cancer bone metastasis.
145461738,Pluripotent Stem Cells,Endothelial Cells,INTERACTS_WITH,1,"In this study, human induced 【pluripotent stem (iPS) cells】 were reprogrammed from 1 ml blood of healthy donors and subsequently differentiated into 【endothelial cells】 (iPS-ECs) with typical EC characteristics."
85362896,keratinocyte,neutrophil,INTERACTS_WITH,0,Coincubations of the 【neutrophils】 with 【keratinocytes】 (ratio 3:1) resulted in a 56-163% increase in leukotriene B4 formation.
77388353,Mesenchymal Stem Cells,Chondrocytes,NEG_INTERACTS_WITH,0,"Our results suggest that in group 1 (no transforming growth factor-beta3, no ultrasound), as anticipated, human 【mesenchymal stem cells】 were not efficiently differentiated into 【chondrocytes】, judging by the lack of decrease in the level of miR-145 expression."
94448334,Epidermal cell,Fibroblasts,INTERACTS_WITH,1,"3) It is important to consider the interactions between 【fibroblasts】 and 【epidermal cells】 when normal physiology of the skin as a whole is expected to be expressed in vitro, because exchange of information between them control their metabolic activities and functions."
144893195,keratinocyte,Fibroblasts,NEG_INTERACTS_WITH,1,Non-malignant 【keratinocytes】 had a nemosis-inhibiting effect on 【fibroblasts】 as seen by inhibition of COX-2 protein expression.
135567634,Mesenchymal Stem Cells,Embryonic Stem Cell,INTERACTS_WITH,0,"Our results also indicate that human adult 【mesenchymal stem cells】 preserve tissue-specific differences under in vitro culture conditions during early passages, as shown by distinct germ layer and 【embryonic stem cell】 marker expression patterns."
127948929,Mesenchymal Stem Cells,Epithelial Cells,INTERACTS_WITH,0,The beneficial effects of 【h-AECs】 were comparable to those of cord blood and adipose tissue-derived 【MSCs】.
135221118,Stromal Cells,[M]Unspecified tumor cell NOS,INTERACTS_WITH,1,Progression of hematologic malignancies is strongly dependent on bidirectional interactions between 【tumor cells】 and 【stromal cells】.
198369054,Null cell,"Tumor cells, uncertain whether benign or malignant",INTERACTS_WITH,0,TP53 mutated/【null tumor cells】 are more sensitive to ATO treatment compared to 【tumor cells】 carrying wild type TP53 gene copies.
81661485,Spheroplasts,macrophage,NEG_INTERACTS_WITH,0,"Since the rough (his+R) hybrids of Sh. flexneri and the lysozyme 【spheroplasts】 obtained from the cytotoxic strain lost the cytotoxicity whereas the synthesis of the group-specific factor 3,4 provided by itself no lethal effect of the dysentery bacilli on the 【macrophages】 it could be supposed that cytotoxin represented an additional thermolabile (in connection with the sensitivity to the temperature action) part of the Sh. flexneri O-antigen."
141442112,Cell of bone,Osteoclasts,INTERACTS_WITH,0,"Much research has been done on 【bone cells】, but only a few studies deal with biomaterial-induced effects on human 【osteoclasts】, which may take on an important role in the successful regeneration of bone."
126118558,inhibitory interneuron,Pyramidal Cells,INTERACTS_WITH,0,"Schizophrenic subjects exhibit significant impairment of generation and phase locking of this activity in auditory cortex, suggesting an impairment of GABA-ergic 【inhibitory interneuronal】 modulation of 【pyramidal cell】 activity."
196676858,Immune Cell,"Tumor cells, malignant",INTERACTS_WITH,1,"Here, we review the current understanding of the underlying interplay between the 【malignant cells】 and non-malignant 【immune cells】 that may promote tumor survival and proliferation."
120859509,Mesenchymal cell,Epithelial Cells,INTERACTS_WITH,1,We show that cytokeratin (CK)+ 【mesenchymal cells】 in ovarian TA differentiate into surface 【epithelium (SE) cells】 by a mesenchymal-epithelial transition.
184582005,Endothelial Progenitor Cells,Dental pulp cell,INTERACTS_WITH,0,"【VE-cadherin-silenced primary human DPSCs】 seeded in tooth slice/scaffolds and transplanted into the subcutaneous space of immunodeficient mice generated fewer functional blood vessels (i.e., anastomosed with the host vasculature) than control 【DPSCs】 transduced with scrambled sequences."
136914967,Bone Marrow Cells,Osteoblasts,INTERACTS_WITH,1,"Two independent procedures to reduce GJIC, a pharmacological approach with GJIC inhibitors (18alpha-glycyrrhetinic acid and Gap27 peptide) and a molecular approach using small interfering RNA against Cx43, demonstrated that the presence of Cx43 and functional junctional channels are essential to the ability of 【hBMSCs】 to differentiate into 【osteoblasts】 in vitro."
173785122,Bone Marrow Stem Cell,Osteoblasts,INTERACTS_WITH,1,Immunohistochemical staining verified that EGFP-positive 【BM-MSCs】 could differentiate into 【osteoblasts】.
81320468,macrophage,Foam Cells,INTERACTS_WITH,1,"In atherosclerotic lesions, 【macrophages】 are transformed into 【foam cells】 accumulating modified low density lipoproteins (LDL) via the scavenger receptor pathway."
142779856,Stem cells,Osteoclasts,INTERACTS_WITH,0,Force-induced gasotransmitter H2S production in 【PDLSCs】 therefore regulated 【osteoclastic】 activities in alveolar bone and controlled the OTM process through the MCP-1 secretion and RANKL/OPG system.
212354187,Schwann Cells,macrophage,INTERACTS_WITH,0,"Unlike the repair of other tissues after injury, 【Schwann cells】 (SCs) respond immediately to the trauma and send out signals to precisely recruit 【macrophages】 to the injured site."
79250790,macrophage,Osteoclasts,INTERACTS_WITH,0,【BMMs】 cultured under the adherent condition differentiated into 【osteoclasts】 in response to RANKL stimulation.
125721264,Dendritic Cells,Natural Killer Cells,INTERACTS_WITH,0,"In this report, the in vivo cross-regulation between 【NK cells】 and 【DCs】 was studied in tumor-bearing mice treated with adenoviral vector expressing IL-12 and agonistic anti-4-1BB Abs."
106908382,macrophage,"Macrophages, Alveolar",NEG_INTERACTS_WITH,0,Immunostaining demonstrated that TNF-alpha was expressed predominantly by 【macrophages】 in the lung. l-NAME did not alter 【pulmonary macrophage】 concentration.
157332486,Epithelial Cells,Mesenchymal cell,INTERACTS_WITH,1,CONCLUSION: Residual PDL is essential to prevent ankylosis after trauma and 【epithelial cells】 may facilitate the re-establishment of root-PDL-bone complex by transforming into 【mesenchymal cells】.
105870489,Bone Marrow Cells,B-Lymphocytes,INTERACTS_WITH,0,Here we show that blood 【B cells】 have IgH rearrangements identical to those expressed by the 【bone marrow plasma cells】 by using Ig Fingerprint and Allele-Specific Oligomer (ASO) polymerase chain reaction (PCR) methods.
103812972,HL-60 Cells,U937 Cells,NEG_INTERACTS_WITH,0,"In the presence of low serum (0.5%), Biosorb, but not Keoflo, CaCO3, and Hydrocote, inhibited 【HL-60 cells】 after the third day of exposure (p < 0.05), whereas they were without any effect on 【U937 cells】."
145568046,Erythrocytes,macrophage,INTERACTS_WITH,1,"Moreover, the cytosolic caspase 3 was found to be activated by H(2)O(2), and the extent of the activation correlated well with the susceptibility of the oxidized 【erythrocytes】 to the 【macrophage】 recognition."
86707318,Neurons,preganglionic neuron,NEG_INTERACTS_WITH,0,"Different results were obtained after guanethidine sympathectomy, which ablated nearly all 【neurons】 in the superior cervical ganglion without any effect on 【preganglionic neurons】 in the IML."
106236491,Th1 Cells,Th2 Cells,NEG_INTERACTS_WITH,0,"We report here that at low concentrations, NO selectively enhanced the induction of 【Th1 cells】 and had no effect on 【Th2 cells】."
163122181,Structure of sertoli cell,Spermatogenic Cell,INTERACTS_WITH,0,CONCLUSION: It may be concluded that variations exist in testicular components of the breeds studied and the proportion of 【Sertoli cells】 in relation to 【spermatogenic cells】 was significantly lower in crossbred bulls compared to purebred bulls.
142137124,Endothelial Cells,Inflammatory cell,INTERACTS_WITH,1,"In vivo intravital microscopy, bone marrow reconstitution, and Atox1 gene transfer in Atox1(-/-) mice show that Atox1 in 【endothelial cells】 (ECs) is essential for neovascularization and recruitment of 【inflammatory cells】 which release VEGF and TNFalpha."
109728100,Neoplastic Cell,Sezary cell,NEG_INTERACTS_WITH,0,The diversity of the V beta repertoire expressed by 【Sezary cells】 appears to be similar to that expressed by circulating non-【neoplastic T cells】.
195431077,Natural Killer Cells,Killer Cells,INTERACTS_WITH,1,"【NK cell】 efficacy depends on multiple factors, including their propensity to infiltrate tumors, to reach activation threshold, and to differentiate into mature 【cytotoxic cells】."
75075868,Epithelial Cells,Mesenchymal cell,INTERACTS_WITH,0,"GC7 enhanced doxorubicin cytotoxicity in 【epithelial HCC cells】 (Huh7, Hep3B and HepG2) but had little effect in 【mesenchymal HCC cells】 (SNU387, SNU449)."
89552268,Structure of primordial sex cell,sperm cell,NEG_INTERACTS_WITH,0,It is therefore concluded that most of the W-bearing 【PGC】 could not differentiate into 【spermatozoa】 because of restricted spermatogenesis.
113335418,Endothelial Cells,Melanoma Cell,INTERACTS_WITH,1,"CD146 expression can promote tumour progression in human melanoma, possibly through enhanced interaction between 【melanoma cells】 and 【endothelial cells】."
96996862,T-Lymphocyte,B-Lymphocytes,NEG_INTERACTS_WITH,0,"In contrast, both total IgM and IgM rheumatoid factor production appear to be the result of 【B-cell】 activity that is not regulated by CD4+ 【T cells】."
82168884,Normal cell,Fibroblasts,INTERACTS_WITH,0,We demonstrate that an altered form of cyclin A2 (S2A) which N-terminal part is replaced by the hepatitis B virus envelope protein transforms 【normal rat kidney cells】 and cooperates with ras to transform rat embryo 【fibroblasts】.
125244732,Lymphocyte,[M]Unspecified tumor cell NOS,INTERACTS_WITH,1,"When human gammadelta 【lymphocytes】 bind to 【tumor cells】 for killing, they also strip their membrane for unknown reasons."
151618775,keratinocyte,T-Lymphocyte,NEG_INTERACTS_WITH,0,"RESULTS: Subcytotoxic concentrations of HgCl2 induced a concentration-related increase in ICAM-1 expression and consequent 【T-cell】 binding on oral, but not cutaneous, 【keratinocytes】."
208189136,neutrophil,T-Lymphocyte,INTERACTS_WITH,1,"In particular, neonates possess a relevant population of suppressive 【neutrophils】, which not only inhibit but also specifically modulate the function of 【T-cells】."
103860208,Neoplastic Cell,MONONUCLEAR CELLS,INTERACTS_WITH,0,"Frequently, cytology does not allow clear distinction between 【neoplastic lymphoid cells】 and reactively transformed 【mononuclear cells】."
187311561,Podocytes,Epithelial Cells,INTERACTS_WITH,1,"【Podocytes】, terminally differentiated 【epithelial cells】 of the glomerulus and the critical component of the glomerular filtration barrier, express the receptor for AGEs (RAGE)."
123391083,Oocytes,Ovum,INTERACTS_WITH,0,"In addition, because 【oocytes】 grow, mature and are fertilized in vivo and embryos are not subjected to in vitro culture conditions, AI eliminates the epigenetic effects on the 【female gamete】 that are inherent in more invasive assisted reproductive technologies."
203826469,Tissue Resident Memory T Cells,Hepatic Stellate Cells,INTERACTS_WITH,0,"SWT also efficiently promoted the apoptosis of activated 【hepatic stellate cells】 via Fas/FasL signaling pathway, which might be mediated by CD8     +       【tissue-resident memory T cells】."
143238829,human embryonic stem cell,Neurons,INTERACTS_WITH,1,These results indicate that over-expression of each of these five TFs can override the pluripotency-specific gene network and force 【hESCs】 to differentiate into 【neurons】.
136591594,Mesenchymal Stem Cells,Skin fibroblast,INTERACTS_WITH,0,The paracrine effects of UC-【MSCs】 on 【dermal fibroblasts】 have not been fully explored in vitro or in vivo.
106917267,Epithelial Cells,CD8-Positive T-Lymphocytes,INTERACTS_WITH,0,Patients with IBD-even in an inactive state of disease-exert an increased capacity for IFN-gamma induction in 【CD8+ lymphocytes】 mediated by intestinal 【epithelial cells】.
116993683,T-Lymphocyte,B-Lymphocytes,INTERACTS_WITH,0,"LT complex expressed by 【B cells】 plays a major role in the maintenance of spleen structure, while surface LT expressed by 【T cells】 provides a complementary but distinct signal; and (iii)."
169408488,Mesenchymal Stem Cells,Bone Marrow Stem Cell,INTERACTS_WITH,1,Promotion of IL-10 and inhibition of MMP-9 by transplanted 【BMSCs】 may be involved in the anti-inflammatory and anti-fibrotic action of 【BMSCs】.
207286964,stellate cell,"Tumor cells, malignant",INTERACTS_WITH,0,We succeeded in observing the interaction between 【cancer cells】 and 【stellate cells】 and reproduced some features of PDAC in vitro using our co-culture systems.
121812892,CD4+CD25+ T Lymphocyte,Regulatory T-Lymphocytes,INTERACTS_WITH,0,"Besides, VIP treatment restored in vivo the numbers of TLR2 and TLR4 positive 【CD4+CD25+ T lymphocytes】, augmented by TNBS administration, and increased the expression of molecules involved in 【regulatory T cell】 function, such as Foxp3 and TGF-beta."
157666807,"Tumor cells, malignant",thymocyte,NEG_INTERACTS_WITH,0,"To test the generality of the correlations in 【malignant cell】 gene sets, we compared with GC effects on mouse non-transformed 【thymocytes】."
142709174,Fibroblasts,"Tumor cells, malignant",INTERACTS_WITH,0,"Accordingly, this paper reports the design and characterization of an in vitro pancreatic cancer-stromal 3D-tissue model, which enhances the understanding of the interactions between 【cancer cells】 and 【fibroblasts】 and their influence on the secretion of extracellular matrix (ECM)."
203531679,Fibroblasts,"Tumor cells, uncertain whether benign or malignant",INTERACTS_WITH,1,"Taken together, our results reveal a mechanism by which 【fibroblasts】 interact directly with 【tumour cells】 via gap junctions and contribute to chemoresistance in lung cancer."
117366223,Th1 Cells,Th2 Cells,INTERACTS_WITH,1,We previously showed that 【Th1 cells】 can increase recruitment of 【Th2 cells】 to the lungs even in the absence of the Th2-specific Ag.
135594401,[M]Unspecified tumor cell NOS,Normal cell,INTERACTS_WITH,0,"Ideally, the proteins targeted should be such that their downregulation has a major impact on the survival/fitness of the 【tumor cells】 and, at the same time, has a smaller effect on 【normal cells】."
199723806,Cancer-Associated Fibroblasts,hepatoma cell,INTERACTS_WITH,1,METHODS: We highlighted exosomes as the mediator modulating the interaction between 【liver cancer cells】 and 【CAFs】 under mechanical conditions.
186718504,Monocytoid cell,Tumor-Associated Macrophage,INTERACTS_WITH,1,"Herein, we show that HO-1 is highly expressed in 【monocytic cells】 in the tumor microenvironment (TME) once they differentiate into 【TAMs】."
204133286,spindle cell,"Dendritic Cells, Follicular",INTERACTS_WITH,0,"【Spindle cells】 occupied were positive for the 【FDC】 markers CD21, CD23, and CD35."
112554284,Mature Erythrocytes,Nucleated cell,INTERACTS_WITH,1,"【Mature erythrocytes】 in mammals have no nuclei, although they differentiate from 【nucleated precursor cells】."
150402754,Erythroid Progenitor Cells,Erythrocytes,INTERACTS_WITH,0,CONCLUSIONS: A comprehensive new system for isolating large numbers of primary murine 【erythroid progenitor cells】 and quantitatively monitoring their development is established that should serve well in investigations of endogenous and pharmacological regulators of 【red blood cell】 development.
213634486,macrophage,Monocytes,INTERACTS_WITH,1,"Results: We identified a fibrosis-associated M1 subpopulation of 【macrophages】 that expands in liver fibrosis, differentiates from circulating 【monocytes】, and is pro-fibrogenic."
23529329,Chondrocytes,Armed macrophage,INTERACTS_WITH,0,The goal of the present study was to develop a fully three-dimensional (3D) coculture system that would allow for systematic evaluation of the interplay between 【activated macrophages】 (AMs) and 【chondrocytes】 in osteoarthritic disease progression and treatment.
136314124,dopaminergic neuron,Astrocytes,INTERACTS_WITH,1,Here we describe an alternative strategy for Parkinson's disease in which 【dopamine neurons】 are generated by direct conversion of 【astrocytes】.
134756798,Fibroblasts,Normal cell,NEG_INTERACTS_WITH,0,"Therefore, we report here that the unfolded protein response of the ER is not triggered either in vitro or in vivo; accordingly, cytotoxicity assays indicated that affected 【fibroblasts】 are no more sensitive to apoptosis induction than 【normal cells】."
86218269,Primitive Mesenchymal Cell,Cell of bone,INTERACTS_WITH,1,A variety of stimuli including neurological insult may provoke 【primitive mesenchymal cells】 to differentiate into 【bone forming cells】.
92070894,Hematopoietic stem cells,mast cell,INTERACTS_WITH,0,IL3 is a glycoprotein which induces the proliferation and differentiation of pluripotent and committed 【HSC】 and which seems to have a preferential role in 【mast cell】 regulation.
78861122,Stem cells,adult stem cell,NEG_INTERACTS_WITH,0,"Recent evidence suggests that 【stem cells】 may use a similar mechanism; however, to date there is no in vivo evidence demonstrating this effect in healthy 【adult stem cells】."
99239537,Lymphocyte,K562 Cells,INTERACTS_WITH,0,Human 【lymphocytes】 were incubated with 51Cr-labeled 【K562 target cells】 in a 4-hr cytotoxicity assay in the absence or presence of increasing concentrations of VIP.
111483801,Chicken Cells,Erythroid Progenitor Cells,INTERACTS_WITH,0,"In 【chicken hematopoietic cells】, the H beta R protein was able to transform 【erythroid progenitor cells】, whereas no such transformation was observed with the wild-type beta R protein."
132983808,Astrocytes,Neural Stem Cell,INTERACTS_WITH,0,"In our recent report, using an antibody that can recognize both BMP-2 and BMP-4 (BMP-2/4), we showed that BMP-2/4 is only expressed in 【astrocytes】 differentiated from 【NSCs】 in a medium containing 1% fetal bovine serum (FBS)."
97740309,Spermatogenic Cell,Structure of sertoli cell,INTERACTS_WITH,1,"Since both basal and FSH-dependent cyclic AMP (cAMP) production by seminiferous tubules showed marked stage dependency, 【Sertoli cells】 are apparently influenced by 【spermatogenic cells】."
164062365,T-Lymphocyte,[M]Unspecified tumor cell NOS,INTERACTS_WITH,1,The regulation of immune checkpoints between 【tumor cells】 and 【T lymphocytes】 may serve as a target for improvement of TNBC prognosis.
165850074,Structure of interstitial cell of Leydig,Spermatocytes,INTERACTS_WITH,0,【Leydig cells】 were affected less often than 【spermatocytes】.
181710114,B-Lymphocytes,[M]Unspecified tumor cell NOS,INTERACTS_WITH,1,Some 【TIL-B】 also interact directly with 【tumor cells】.
183048024,Neural Stem Cell,GABAergic neuron,INTERACTS_WITH,1,"Since injury is known to activate astrogliosis, our results suggest that injury-induced GFP+ 【NSPCs】 preferentially differentiate into 【GABAergic neurons】."
107108714,Myeloma cell,Bone Marrow Cells,INTERACTS_WITH,1,"However, the immature 【myeloma cells】 do interact with 【BM stromal cells】, and it is unclear which adhesion molecules mediate their interaction."
189042489,Immune Cell,Fibroblasts,INTERACTS_WITH,1,"The mechanisms by which these 【immune cells】 converge on target tissues, interact with 【fibroblasts】 and promote tissue remodelling are beginning to be understood and will be an important research focus in the coming years."
103385397,Fibroblasts,Peripheral Blood Lymphocyte,INTERACTS_WITH,0,"【Fibroblasts】 have been cultured from normal mucosa, and a B-lymphoblastoid line has been developed by Epstein-Barr virus transformation of the patient's 【peripheral blood lymphocytes】."
200534025,Mesenchymal Stromal Cells,Osteoblasts,INTERACTS_WITH,1,【MSCs】 can differentiate into 【osteoblasts】 and promote bone regeneration.
161026998,Leukemic Cell,Dendritic Cells,INTERACTS_WITH,0,"These expanded CD14(+) 【leukemic cells】 displayed a high probability (six out of six initially CD14(-) samples tested) to differentiate into 【DCs】 upon culture with GM-CSF, TNF-alpha and IL-4."
208476586,Hepatic Stellate Cells,Lymphocyte,INTERACTS_WITH,1,"However, recent lines of evidence have also highlighted the immunoregulatory functions of 【HSCs】, in which they interact with diverse hepatic 【lymphocytes】 to produce cytokines and chemokines, release extracellular vesicles, or express specific ligands."
128842700,dopaminergic neuron,Neurons,INTERACTS_WITH,0,"Here we use selective inactivation of Grin1, the gene encoding the essential NR1 subunit of NMDARs, in 【dopamine neurons】 or their medium spiny 【neuron】 (MSN) targets, to address this issue."
135902566,Tooth Cell,Adipocytes,INTERACTS_WITH,0,"Conversely, both primary and immortalized 【DPSC】 are poorly differentiated into 【adipocytes】."
207076588,Fibroblasts,Skin fibroblast,INTERACTS_WITH,1,We also found that FGF signaling could substitute for the nerve roles in the conversion of subcutaneous 【fibroblasts】 to lattice-shaped 【dermal fibroblasts】.
96042045,Motor Neurons,Neurons,INTERACTS_WITH,1,It is suggested that the non-monosynaptic (homonymous and heteronymous) Ia excitation of Q 【MNs】 in man (and the inhibition of this excitation) is mediated through a system of 【neurones】 similar to the system recently described in the cat by Edgley and Jankowska (1987).
117274648,Endothelial Cells,Leukocytes,INTERACTS_WITH,1,"【Endothelial cells】 express several molecules that promote 【leukocyte】 recruitment, and other molecules, such as MHC class I that enable endothelial injury."
153268892,"Hair Cells, Inner","Hair Cells, Outer",NEG_INTERACTS_WITH,0,CONCLUSION: Mifepristone may influence 【inner hair cells】 (IHCs) and afferent nerve fibers beneath the IHC without having influence on 【outer hair cells】 (OHCs).
117342606,Synoviocytes,Lymphocyte,INTERACTS_WITH,1,【Synovial tissue cells】 participate in 【lymphocyte】 recruitment and the formation of tissue architectures that amplify immune responses.
149918094,neutrophil,granulocyte,INTERACTS_WITH,0,"In addition, human peripheral blood 【polymorphonuclear leukocytes】 (PMNs) were used as a normal control in order to evaluate the effects of naringenin on normal 【granulocytes】 and in the mediation of Adriamycin (ADM)-induced oxidative damage."
115410849,T-Lymphocyte,[M]Unspecified tumor cell NOS,INTERACTS_WITH,1,Epitope-specific 【T cells】 were cytolytic toward autologous peptide pulsed targets and HPV18 transformed 【tumor cells】.
101975121,Fibroblasts,Natural Killer Cells,INTERACTS_WITH,1,On the other hand pretreatment of the human gingival 【fibroblasts】 with plaque extracts seemed to increase their sensitivity to 【NK cell】 activity.
95798363,Structure of sertoli cell,Structure of interstitial cell of Leydig,INTERACTS_WITH,0,"But 【Sertoli cells】 are much more sensitive than 【Leydig cells】, either to gossypol acetate or GTW."
92530714,Hepatocyte,Lymphocyte,INTERACTS_WITH,1,In some areas interaction of 【lymphocytes】 with 【hepatocytes】 was observed.
187082291,Bone Marrow Mononuclear Cell,Osteoclasts,INTERACTS_WITH,1,"CONCLUSIONS: In an ovariectomy-induced osteoporosis mouse model, obvious pathological changes in bone tissues were found, and 【bone marrow mononuclear cells】 in this group were more likely to differentiate into 【osteoclasts】."
162758249,Mesenchymal Stem Cells,Fibroblasts,INTERACTS_WITH,1,"Evidence has shown that 【MSC】 could migrate towards tumor tissue and differentiate into tumor associated 【fibroblast】 in tumor microenvironment, which influences tumor growth and metastasis."
81838747,macrophage,Mesothelial cell,INTERACTS_WITH,1,【Macrophages】 also recruit new 【mesothelial cells】 onto the surface of the injury.
88004109,Astrocytes,Neurons,INTERACTS_WITH,0,"However, a higher percentage of 【astrocytes】 were infected than 【neurons】."
185534390,T-Lymphocyte,"Tumor cells, uncertain whether benign or malignant",INTERACTS_WITH,1,"Thus, it increases the anticancer host immune response by allowing 【T cells】 to attack 【tumor cells】."
211236620,Monocytes,macrophage,INTERACTS_WITH,1,"Results: Upon infiltration into the FSEs, the 【monocytes】 differentiated into 【macrophages】 within a span of 7 days."
73325722,Epithelial Cells,Antigen-Presenting Cells,INTERACTS_WITH,1,The virus realizes its effects through induction of heat-shock proteins (HSPs) as well as by the viral IE-axis-mediated conversion of organ 【epithelial cells】 into virgin de novo professional 【antigen-presenting cells】 (APCs).
155241502,macrophage,"Tumor cells, malignant",INTERACTS_WITH,0,Here we investigate the interplay between 【cancer cells】 and 【macrophages】 in the context of canine mammary carcinoma.
