pred_id,sub_name,obj_name,predicate,label,sentence
211601171,macrophage,Phagocytes,NEG_INTERACTS_WITH,0,"At a concentration of 25 ug/mL, MvFL stimulated lysosomal activity of 【macrophages】 within 72 h, but did not alter 【phagocytic】 activity or induce NO production at any of the tested concentrations."
125649089,Stem cells,Columnar epithelial cell,INTERACTS_WITH,0,"Antibodies to the peptides that induce differentiation of midgut larval 【stem cells】, the midgut differentiating factors MDF-2, MDF-3, and MDF-4, bind to 【columnar cells】 in midgut cultures and in intact midgut of Heliothis virescens, in manners similar to the binding of anti- MDF-1 to those tissues."
151618775,keratinocyte,T-Lymphocyte,NEG_INTERACTS_WITH,0,"RESULTS: Subcytotoxic concentrations of HgCl2 induced a concentration-related increase in ICAM-1 expression and consequent 【T-cell】 binding on oral, but not cutaneous, 【keratinocytes】."
75671305,Adipocytes,Mesenchymal Stem Cells,INTERACTS_WITH,1,【Adipocytes】 differentiate from 【mesenchymal stem cells】 (MSCs) in a process known as adipogenesis.
72894320,Suppressor T Lymphocyte,Osteoclasts,INTERACTS_WITH,1,"Using an immunocompetent mouse model of breast cancer bone metastasis, we confirmed that 【MDSC】 isolated from the tumor-bone microenvironment differentiated into functional 【osteoclasts】 both in vitro and in vivo."
73321774,macrophage,"Tumor cells, malignant",INTERACTS_WITH,1,The dynamic interaction of 【cancer cells】 with neighboring 【TAMs】 actively drive cancer progression and metastatic transformation through intercellular signaling networks that need better elucidation.
135594401,[M]Unspecified tumor cell NOS,Normal cell,INTERACTS_WITH,0,"Ideally, the proteins targeted should be such that their downregulation has a major impact on the survival/fitness of the 【tumor cells】 and, at the same time, has a smaller effect on 【normal cells】."
167771451,macrophage,monocyte,INTERACTS_WITH,1,"MATERIALS AND METHODS: 【Macrophages】 were differentiated from human THP-1 【monocytes】, activated with lipopolysaccharide (LPS), treated with distinct low doses of X-rays, and co-activated with monosodium urate crystals (MSU) to induce inflammasome activation."
155129004,Stem cells,"Myocytes, Smooth Muscle",INTERACTS_WITH,1,"RESULTS: 【ADSCs】 differentiated into 【SMCs】 lost their capacity for expansion and their contractile phenotype, changing to a synthetic phenotype over time."
118507929,macrophage,Phagocytes,INTERACTS_WITH,0,"To investigate the influence of these 【phagocytes】 on neuronal growth and survival, brain 【macrophages】 stemming from the cerebral cortex of rat embryos were added to neuronal primary cultures."
192349981,keratinocyte,macrophage,INTERACTS_WITH,0,"The results show that the RF modulates UVB-radiated 【keratinocytes】 to secrete fewer inflammatory factors and also modulates the expression of 【macrophages】 from HMGB1, TLRs, and inflammatory factors."
144850127,Vascular Endothelial Cells,Pluripotent Stem Cells,INTERACTS_WITH,1,【Vascular endothelial cells】 (ECs) differentiated from 【pluripotent stem cells】 have enormous potential to be used in a variety of therapeutic areas such as tissue engineering of vascular grafts and re-vascularization of ischemic tissues.
135679063,stellate cell,Pituitary cell,INTERACTS_WITH,0,We used S100b-GFP rats to investigate the topographic affinity of 【FS cells】 for other 【pituitary cells】.
123332954,human embryonic stem cell,"Myocytes, Cardiac",INTERACTS_WITH,1,"【Human embryonic stem cells】 (hESCs) can differentiate into 【cardiomyocytes】, but the efficiency of this process is highly variable."
203920140,Dendritic Cells,Myeloid Cells,INTERACTS_WITH,1,"Furthermore, we will take into account the interaction between 【myeloid cells】 and 【DCs】 in tumor-related immunosuppression."
212761831,Structure of sertoli cell,Germ Cells,INTERACTS_WITH,1,Spermatogenesis is a developmental process driven by interactions between 【germ cells】 and 【Sertoli cells】.
73584576,Cultured Cells,Stem cells,INTERACTS_WITH,0,"The 【cultured CD34+ cells】 expressed known 【stem cell】 genes such as Nanog, Oct4, Sox2, c-kit, and HoxB4."
191232349,Leukemic Cell,Chimeric Antigen Receptor T-cells,INTERACTS_WITH,0,"We confirmed that the expression of IL-1RAP CAR by an IL-1RAP+ 【leukemic cell】, by decreasing the membrane availability of the targeted antigen, can induce resistance while a high epitope density maintains sensitivity to 【CAR T cells】."
206794859,granulocyte,Monocytes,INTERACTS_WITH,1,"A potential interaction between classical 【monocytes】 and 【granulocytes】 via the CXCL8/2-CXCR1/2 signaling pathway was observed, which decreased after treatment."
182044156,Endothelial Cells,Osteoblasts,NEG_INTERACTS_WITH,0,"Apt-HA showed higher VEGF protein capture ability, and faster growth of human umbilical vein 【endothelial cell】 (HUVEC) compared to a neat HA with no cytotoxic effects on human 【osteoblasts】."
91655247,Killer Cells,Melanoma Cell,INTERACTS_WITH,1,"These data suggest that the 【AK cells】 recognize and bind to 【melanoma cells】 by a secondary \lectin-type\"" receptor for a carbohydrate moiety."""
74042126,Stem cells,human embryonic stem cell,INTERACTS_WITH,1,"In order to address this issue, we set out to explore the role of oxygen modulation in the maturation of pancreatic 【progenitor (PP) cells】 differentiated from 【hES cells】."
143333658,Stromal Cells,Osteoblasts,INTERACTS_WITH,1,Gene expression profiling was performed on 【hMSCs】 differentiated to 【osteoblasts】 using Illumina microarrays.
90131298,monocyte,macrophage,NEG_INTERACTS_WITH,0,"IFN gamma pretreatment of 【monocytes】 resulted in about 50% lesser uptake of both pathogens, but had no effect in 【macrophages】."
148551487,Astrocytes,Neurons,INTERACTS_WITH,1,"In addition, 【astrocytes】 are thought to be important for supporting neighboring 【neurons】 by acting as energy providers and eliminators of excessive neurotransmitters."
119007074,Epithelial Cells,Basal Cell,INTERACTS_WITH,0,"When starting the air-liquid interface culture, most of the 【epithelial cells】 were squamous and positive for the 【basal cell】 marker cytokeratin 14 (CK14)."
103086011,T-Lymphocyte,Antigen-Presenting Cells,INTERACTS_WITH,0,We describe clones of hapten-specific inducer 【T cells】 from (BALB/c X A/J)F1 mice that respond to the p-azobenzenearsonate hapten conjugated to carrier proteins or directly conjugated to 【antigen-presenting cells】.
136274237,Tr1 Cells,T-Lymphocyte,INTERACTS_WITH,1,"Taken together, our data show a key role of intestinal 【Tr1 cells】 in the control of effector 【T cells】 and development of diabetes."
106741332,Interphase Cell,B-Lymphocytes,INTERACTS_WITH,0,"Further analysis reveals that while 【resting cells】 express only SHIP, 【B cell】 blasts also express the recently described inositol 5-phosphatase, SHIP-2."
172848579,macrophage,Leukocytes,INTERACTS_WITH,0,METHODS: Increased gene expression of chemokines involved in 【leukocyte】 recruitment and of pro-inflammatory mediators was detected by microarray analysis of control and GK-1 treated PMa 【macrophages】.
90673281,Neural Crest Cell,Pigment cell,INTERACTS_WITH,1,【Neural crest cells】 from the axolotl embryo responded to extracellular matrix material explanted from the subepidermal migratory pathway by dispersing and by differentiating into 【pigment cells】.
89961765,parenchymal cell,mast cell,INTERACTS_WITH,0,"Since histamine and heparin did not effect the proliferation of 【P-LC】 directly, histamine may bring the suppression through regulating the activated 【mast cell】."
189156192,Neural Stem Cells,Neurons,INTERACTS_WITH,0,AR activation mediated by DHT treatment strongly increased the proliferation of 【NPCs】 and reduced their propensity to differentiate into 【neurons】.
123494357,human embryonic stem cell,Structure of primordial sex cell,INTERACTS_WITH,1,"In addition, 【human ESCs】 can be differentiated into 【PGCs】."
157296263,Neoplastic Cell,[M]Unspecified tumor cell NOS,INTERACTS_WITH,0,"Heterogeneity in parameters of the model, such as 【tumor cell】 susceptibility to virus infection and the ability of an oncolytic virus to infect 【tumor cells】, can lead to complex, irregular evolution of the tumor."
103987202,Neurons,Motor Neurons,INTERACTS_WITH,0,This study provides strong support for assemblies of 【neurons】 being synchronized during specific phases of a complex task with potentially important consequences for both information processing within M1 and for the impact of M1 commands on target 【motoneurons】.
98379762,monocyte,Lymphocyte,INTERACTS_WITH,0,"Furthermore, 【monocytes】 from cancer patients have a greater procoagulant response to stimulation by endotoxin in vitro, which appears independent of 【lymphocyte】 regulation."
167060138,Bone Marrow Stem Cell,Osteoblasts,INTERACTS_WITH,1,"【Bone marrow-derived mesenchymal stem cells】 have the ability to differentiate into 【osteoblast】 and produce osteoprotegerin, a decoy receptor for the receptor activator for nuclear factor kappaB ligand, naturally."
138666376,Pluripotent Stem Cells,"Myocytes, Cardiac",INTERACTS_WITH,1,"The emergence of patient-derived induced 【pluripotent stem cells】 (iPSCs), which can be differentiated into functional 【cardiomyocytes】 (CMs) in vitro, may provide an exciting new approach to understand disease mechanisms underpinning inherited heart diseases."
77994536,Endothelial Cells,interstitial cell,INTERACTS_WITH,1,These results suggest that valvular 【endothelial cells】 are necessary to properly regulate 【interstitial cell】 phenotype and matrix synthesis.
130662627,"Tumor cells, malignant",[M]Unspecified tumor cell NOS,INTERACTS_WITH,0,"Since this state of oxidative stress makes 【cancer cells】 vulnerable to agents that further augment ROS levels, the use of pro-oxidant agents is emerging as an exciting strategy to selectively target 【tumor cells】."
119897051,Hematopoietic stem cells,Hair Cells,INTERACTS_WITH,0,"Here, we investigate whether adult olfactory 【precursor cells】 can differentiate into 【hair cells】 in culture."
194771476,Osteoclasts,Osteoblasts,INTERACTS_WITH,1,"Collectively, these data suggest that CrkL is involved in bone homeostasis, where it helps to regulate the complex interactions of the 【osteoblasts】, 【osteoclasts】, and their coupling signals."
187518541,Monocytes,Hepatic macrophage,INTERACTS_WITH,1,Our data indicate that the interplay between 【KCs】 and infiltrated 【monocytes】 via CXCL10 contribute to Con A-induced hepatitis.
86707318,Neurons,preganglionic neuron,NEG_INTERACTS_WITH,0,"Different results were obtained after guanethidine sympathectomy, which ablated nearly all 【neurons】 in the superior cervical ganglion without any effect on 【preganglionic neurons】 in the IML."
177784366,[M]Unspecified tumor cell NOS,"Tumor cells, malignant",INTERACTS_WITH,0,"Sipuleucel-T is an antigen-specific active immunotherapy agent, which is not designed to be directly toxic to 【tumour cells】, but to help the immune system to selectively attack 【cancerous cells】."
103001250,monocyte,macrophage,INTERACTS_WITH,0,"Scatchard plots of the binding of dimer to 【monocytes】 were linear, but plots of binding to 【macrophages】 were markedly curvilinear."
203086572,Regulatory T-Lymphocytes,Effector T-Lymphocyte,NEG_INTERACTS_WITH,0,"Here, we show that while glucose at a high concentration (20% w/v) promotes intestinal inflammation, it suppresses colitis at a moderate dose (6% w/v), which increases the proportion of intestinal 【regulatory T (Treg) cells】 but does not affect 【effector CD4     +       T cells】."
86239677,[M]Unspecified tumor cell NOS,Leukemic Cell,INTERACTS_WITH,1,【Tumor cells】 must be differentiated from 【leukemic cells】 or a leukemoid reaction.
171907720,Osteoclasts,Osteoblasts,INTERACTS_WITH,0,The number of 【osteoclasts】 was decreased in histological analysis and the expression of several 【osteoblast】 marker genes was increased in ActRIIB-Fc treated mice suggesting decreased bone resorption and increased bone formation in these mice.
173083453,monocyte,macrophage,INTERACTS_WITH,1,"OBJECTIVE: It has previously been shown that as 【monocytes】 differentiate into 【macrophages】, they lose the ability to secrete proinflammatory cytokines in response to monosodium urate monohydrate (MSU) crystals."
176808730,Natural Killer Cells,Hematopoietic precursor cell,INTERACTS_WITH,1,"Finally, we have demonstrated non-MHC restricted autologous cytotoxicity up to 90% against aberrant 【hematopoietic precursor cells】, presumably mediated by 【natural killer cells】."
92070894,Hematopoietic stem cells,mast cell,INTERACTS_WITH,0,IL3 is a glycoprotein which induces the proliferation and differentiation of pluripotent and committed 【HSC】 and which seems to have a preferential role in 【mast cell】 regulation.
78416250,CELLS.CD83,Dendritic Cells,INTERACTS_WITH,0,The 【cell surface protein CD83】 belongs to the immunoglobulin superfamily and is highly expressed on mature 【dendritic cells】.
178039565,Stem cells,Chondrocytes,INTERACTS_WITH,0,"Furthermore, 【MLPC】 were successfully differentiated into 【chondrocytes】 in atelocollagen gel, which was confirmed by RT-PCR and immunofluorescence staining for type II collagen protein."
86431171,T-Lymphocyte,Th1 Cells,INTERACTS_WITH,1,"In response to priming with OVA in CFA, the transferred transgenic 【T cells】 expand and differentiate into 【Th1 cells】 producing IL-2 and IFN-gamma."
83531570,Kupffer Cells,Leukocytes,INTERACTS_WITH,1,【Kupffer cells】 (KCs) have been implicated in the 【leukocyte】 recruitment and microvascular dysfunction associated with liver inflammation.
85326741,"Macrophages, Alveolar",VIABLE CELLS,INTERACTS_WITH,0,"【AM】 in tissue culture wells were incubated with 【viable yeast cells】 of C. neoformans or the capsular polysaccharide, glucuronoxylomannan (GXM), with or without rabbit anti-C. neoformans antiserum."
113757632,Clone Cells,Adipocytes,NEG_INTERACTS_WITH,0,【Cell clones】 were derived from the heterogeneous 243 population for ability or inability to differentiate into 【adipocytes】.
203853620,Stromal Cells,Immune Cell,INTERACTS_WITH,1,"The tumor microenvironment for HNSCC is a complex interplay of 【immune cells】, 【stromal cells】, and cytokines amongst others."
128842700,dopaminergic neuron,Neurons,INTERACTS_WITH,0,"Here we use selective inactivation of Grin1, the gene encoding the essential NR1 subunit of NMDARs, in 【dopamine neurons】 or their medium spiny 【neuron】 (MSN) targets, to address this issue."
89902906,Enterochromaffin-like Cells,"Parietal Cells, Gastric",INTERACTS_WITH,1,It is probable that 【ECL cells】 have a major role in the regulation of 【parietal cell】 function.
146268914,Stem cells,Neurons,INTERACTS_WITH,1,The developmental stages involved in the conversion of 【stem cells】 to fully functional 【neurons】 of specific neurotransmitter phenotype are complex and not fully understood.
72913759,[M]Unspecified tumor cell NOS,Leukocytes,INTERACTS_WITH,0,"In the current study, phenotype features of 【tumor endothelial cells】 and their potential impact on 【leukocyte】 recruitment were analyzed in murine tissue of HCC."
187981120,Structure of beta Cell of islet,Hepatocyte,INTERACTS_WITH,0,"This pharmacological effect may be due at least to protection of surviving 【pancreatic beta cells】, to the protection of 【hepatocytes】, to alpha-amylase inhibitory effect and to the improvement of glycogen storage in the liver."
72332709,Mesenchymal Stem Cells,Structure of beta Cell of islet,INTERACTS_WITH,1,【MSCs】 can be isolated from the human umbilical cord tissue and differentiate into 【insulin-secreting cells】.
167766726,Epithelial Cells,Alveolar Cell,INTERACTS_WITH,1,CONCLUSION: The 【hAECs】 mitigate ventilation-induced lung injury and differentiated into 【alveolar cells】 in vivo.
178344351,Hepatocyte,Stem cells,INTERACTS_WITH,0,"In the setting of accelerated proliferation in volume at the second and fifth day after ALPPS, the characteristics of newborn 【hepatocytes】, as well as specific markers of 【progenitor hepatic cell】, were identified."
101966050,Antigen-Presenting Cells,T-Lymphocyte,INTERACTS_WITH,0,We studied several of these mitogen-induced events in experiments designed to define the specific influence of 【AC】 on 【T cell】 metabolism before initiation of DNA replication.
123391083,Oocytes,Ovum,INTERACTS_WITH,0,"In addition, because 【oocytes】 grow, mature and are fertilized in vivo and embryos are not subjected to in vitro culture conditions, AI eliminates the epigenetic effects on the 【female gamete】 that are inherent in more invasive assisted reproductive technologies."
123265922,Neoplastic Cell,"Tumor cells, malignant",INTERACTS_WITH,0,"The aim of the present study was to determine in real time quantitative RT-PCR, 【tumor cell】 expression of several transcripts involved in 【cancer cell】 resistance with a unique cDNA sample from a tumor biopsy."
117290437,Pituitary cell,Somatotrope Cell,NEG_INTERACTS_WITH,0,"In vitro, a continuous perfusion of 【pituitary cells】 with 10 nM AN-207 did not affect the hormone-releasing function of the targeted LH cells or the nontargeted 【GH cells】."
95798363,Structure of sertoli cell,Structure of interstitial cell of Leydig,INTERACTS_WITH,0,"But 【Sertoli cells】 are much more sensitive than 【Leydig cells】, either to gossypol acetate or GTW."
145495746,Muscle Cells,"Myocytes, Cardiac",NEG_INTERACTS_WITH,0,"However, there is limited information concerning the 【cardiomyocyte】 interaction with interstitial non-【muscle cells】."
86218269,Primitive Mesenchymal Cell,Cell of bone,INTERACTS_WITH,1,A variety of stimuli including neurological insult may provoke 【primitive mesenchymal cells】 to differentiate into 【bone forming cells】.
199441905,Stem cells,Schwann Cells,INTERACTS_WITH,0,"We note that most of the scientific evidence concerns the involvement of 【SCs】 in cancer progression and pain, but some research identifies 【stem cell】 functions and potential for regenerative medicine."
129604176,T-Lymphocyte,Fibroblasts,INTERACTS_WITH,0,Here we review potential mechanisms by which human 【T cell】 function is arrested in the tumor microenvironment with a focus on the immunomodulatory effects of stromal 【fibroblasts】.
211585653,Dendritic Cells,"Tumor cells, uncertain whether benign or malignant",INTERACTS_WITH,1,"Furthermore, the bridging effect mediated by AGC can promote the interaction between 【tumor cells】 and 【dendritic cells】 (DCs), thereby enhancing immunotherapeutic benefits."
165789764,Enterochromaffin-like Cells,"Parietal Cells, Gastric",NEG_INTERACTS_WITH,0,"Although gastrin increased [3H]thymidine incorporation into 【ECL cells】, it had no effect on 【parietal cells】."
117969149,Neurons,Interneurons,INTERACTS_WITH,0,"Glutamate elicited opposite effects in the 【neurons】 of these two groups, reproducing excitatory and inhibitory influence of the group 7 【interneurons】."
136314124,dopaminergic neuron,Astrocytes,INTERACTS_WITH,1,Here we describe an alternative strategy for Parkinson's disease in which 【dopamine neurons】 are generated by direct conversion of 【astrocytes】.
111718192,Blast Cell,Clone Cells,INTERACTS_WITH,0,"Using the uncoupling agent carbonyl cyanide m-chlorophenylhydrazone (mClCCP), the mitochondrial membrane sensitivity to depolarization (mClCCP concentrations that inhibit 50% of the transmembrane potential [IC(50)]) in AML 【blasts】 was measured and demonstrated marked interclonal heterogeneity, with the existence of comparatively sensitive (median mClCCP IC(50), 4 microM) and resistant (median mClCCP IC(50), 10 microM) 【clones】."
162871142,Stem cells,Chondrocytes,INTERACTS_WITH,1,"OBJECTIVE: Adipose-derived 【stem cells】 (ADSCs) have been demonstrated to have an anti-apoptosis effect on 【chondrocytes】; However, their effect on autophagic activation remains unclear."
